Question,Answer,Output,1-gram,2-gram,3-gram,4-gram,avg-BLEU
"Q: This is a mylol app. On its MyProfileActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'navigationBarBackground'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'statusBarBackground'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'imgcoverprofile'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The text on this component is 'info'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'lstfriend'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'lstphoto'. 
The purpose of this input component may be 'edtdesc'. What is the hint text of this input component?",Enter your description...,Enter description here,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.384292958842266e-231
"Q: This is a android app. On its MainActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'My account'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'fragment login textview promo'. The text on this component is 'Sign in with your alaskaair.com account to sync your trips and view your mileage balance.'. 
The purpose of this input component may be 'fragment login edittext password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a android app. On its MainActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'text chat send button'. 
The purpose of this input component may be 'text chat input edittext'. What is the hint text of this input component?",Enter your message here,Start typing to send message,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.2183324802375697e-231
"Q: This is a android app. On its LoginActivity page, it has an input component. The purpose of this input component may be 'fragment login password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a android app. On its LoginActivity page, it has an input component. The purpose of this input component may be 'fragment login email'. What is the hint text of this input component?",Email,Enter your email address,0,0,0,0,0
"Q: This is a gopuff app. On its HomeActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'navigationBarBackground'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'statusBarBackground'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'btn get started'. The text on this component is 'GET STARTED'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'video'. 
There is a component on the same vertical line as this input component. 
The purpose of this input component may be 'et zip code'. What is the hint text of this input component?",Enter ZIP code,Enter ZIP Code,0.6666666666666666,0.5,2.2250738585072626e-308,2.2250738585072626e-308,1.133422688662942e-154
"Q: This is a android app. On its SignInActivity page, it has an input component. The text on this component is 'Crowd3116'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'edit register password'. The text on this component is 'Crowd3116'. The hint text of this component is 'Password'. 
The purpose of this input component may be 'edit password confirm'. What is the hint text of this input component?",Confirm Password,Confirm Password,1.0,1.0,2.2250738585072626e-308,2.2250738585072626e-308,1.491668146240062e-154
"Q: This is a android app. On its SignInActivity page, it has an input component. The text on this component is 'Crowd3116'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'edit password confirm'. The text on this component is 'Crowd3116'. The hint text of this component is 'Confirm Password'. 
The purpose of this input component may be 'edit register password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a android app. On its SignInActivity page, it has an input component. The text on this component is 'appcrawler2@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'edit username'. The text on this component is 'appcrawler'. The hint text of this component is 'Username'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button register'. The text on this component is 'Register'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'text terms of use'. The text on this component is 'By registering, you confirm that you accept our Terms of Use and Privacy Policy.'. 
The purpose of this input component may be 'edit email'. What is the hint text of this input component?",Your Email,Email,0.36787944117144233,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,6.702145341854094e-232
"Q: This is a videolocker app. On its CreatePassword page, it has an input component. The purpose of this input component may be 'editText1 create password'. What is the hint text of this input component?",Enter Password,Create a password,0,0,0,0,0
"Q: This is a videolocker app. On its Registration page, it has an input component. The text on this component is '3'. The purpose of this input component may be 'editText1'. What is the hint text of this input component?",Re-Enter Password,Enter Mobile Number,0,0,0,0,0
"Q: This is a videolocker app. On its Login page, it has an input component. The text on this component is '31'. The purpose of this input component may be 'editText2'. What is the hint text of this input component?",Enter Password,Password,0.36787944117144233,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,6.702145341854094e-232
"Q: This is a planner app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'edit email'. The hint text of this component is 'Email'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tv wedding date'. The hint text of this component is 'Wedding Date (approximate is ok)'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tv wedding location'. The text on this component is 'Wedding Location: Urbana, IL'. The hint text of this component is 'Wedding Location'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button join or login'. The text on this component is 'SIGN UP'. 
The purpose of this input component may be 'edit password'. What is the hint text of this input component?",Create password (minimum 6 characters),Password,0,0,0,0,0
"Q: This is a planner app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'edit password'. The hint text of this component is 'Create password (minimum 6 characters)'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tv wedding date'. The hint text of this component is 'Wedding Date (approximate is ok)'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tv wedding location'. The text on this component is 'Wedding Location: Urbana, IL'. The hint text of this component is 'Wedding Location'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button join or login'. The text on this component is 'SIGN UP'. 
The purpose of this input component may be 'edit email'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a myfamily app. On its InviteActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'invite ext text'. The text on this component is 'Enter the invite code to join the family'. 
The purpose of this input component may be 'invite code'. What is the hint text of this input component?",Enter code...,Enter the invite code,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.2882297539194154e-231
"Q: This is a myfamily app. On its InviteActivity page, it has an input component. The purpose of this input component may be 'txt menu name'. What is the hint text of this input component?",enter name…,Enter the name of the person you,0,0,0,0,0
"Q: This is a myfamily app. On its FamilyActivity page, it has an input component. The purpose of this input component may be 'txt menu name'. What is the hint text of this input component?",enter name…,Enter menu name,0,0,0,0,0
"Q: This is a myfamily app. On its MainActivity page, it has an input component. The text on this component is 'Laura'. The purpose of this input component may be 'txt menu name'. What is the hint text of this input component?",enter name…,Enter menu name,0,0,0,0,0
"Q: This is a moneypass app. On its MainActivity page, it has an input component. The purpose of this input component may be 'editTextFilter'. What is the hint text of this input component?",Enter City/State or Zip code,Enter filter criteria,0.17113903967753066,1.142391010069532e-308,1.142391010069532e-308,1.142391010069532e-308,7.107197028258987e-232
"Q: This is a myfamily app. On its SettingsActivity page, it has an input component. The purpose of this input component may be 'txt menu name'. What is the hint text of this input component?",enter name…,Enter menu name,0,0,0,0,0
"Q: This is a myfamily app. On its MainActivity page, it has an input component. The purpose of this input component may be 'txt menu name'. What is the hint text of this input component?",enter name…,Enter menu name,0,0,0,0,0
"Q: This is a myfamily app. On its NewFamilyActivity page, it has an input component. The purpose of this input component may be 'txt menu name'. What is the hint text of this input component?",enter name…,Enter menu name,0,0,0,0,0
"Q: This is a askfm app. On its HashtagsOnboardingActivity page, it has an input component. The purpose of this input component may be 'hashtagInput'. What is the hint text of this input component?",Enter hashtag,Enter a hashtag,0.6666666666666666,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.646211035903463e-231
"Q: This is a ca app. On its LoginActivity page, it has an input component. The text on this component is 'appcrawler3116'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'usernameCtl'. The text on this component is 'appcrawler4@gmail.com'. The hint text of this component is 'Email'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'btnLogin'. The text on this component is 'Sign In'. 
The purpose of this input component may be 'passwordCtl'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a ca app. On its LoginActivity page, it has an input component. The text on this component is 'appcrawler4@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'passwordCtl'. The text on this component is 'appcrawler3116'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'btnLogin'. The text on this component is 'Sign In'. 
The purpose of this input component may be 'usernameCtl'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a ca app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'usernameCtl'. The text on this component is 'appcrawler4@gmail.com'. The hint text of this component is 'Email'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'btnLogin'. The text on this component is 'Sign In'. 
The purpose of this input component may be 'passwordCtl'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a ca app. On its LoginActivity page, it has an input component. The text on this component is 'appcrawler4@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'passwordCtl'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'btnLogin'. The text on this component is 'Sign In'. 
The purpose of this input component may be 'usernameCtl'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a taggedapp app. On its SignupFollowupActivity page, it has an input component. The purpose of this input component may be 'password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a taggedapp app. On its SignupFollowupActivity page, it has an input component. The purpose of this input component may be 'email'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a universe app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'login edit email'. The hint text of this component is 'Email'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
The purpose of this input component may be 'login edit password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a universe app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'login edit password'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
The purpose of this input component may be 'login edit email'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a androidapp app. On its MainActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'action mode bar stub'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'action mode bar stub'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'design navigation view'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'listview suggestions'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'listview youtube suggestions'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'videoview'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'player loading'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'engagement notification close'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'imageview chromecast bg'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'imageview chromecast bg'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'engagement notification icon'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'engagement notification image'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'engagement notification close area'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button minimize video'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button play pause'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button fullscreen'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'end time'. The text on this component is '00:00'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'current time'. The text on this component is '00:00'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'seekbar progress'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'imageview chromecast play pause'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The text on this component is 'An error occurred while initializing the YouTube player.'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'imageview chromecast play pause'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'engagement notification title'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'engagement notification message'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button chromecast'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button player favorite'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button player share'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'error image'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'error title'. The text on this component is 'No connection'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'error subtitle'. The text on this component is 'Check your network settings'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'error retry'. The text on this component is 'Try again'. 
There is a component on the same vertical line as this input component. The text on this component is 'Broadcasting via'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'textview chromecast name'. 
There is a component on the same vertical line as this input component. The text on this component is 'Broadcasting via'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'textview chromecast name'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The text on this component is 'Log in with'. 
There is a component on the same vertical line as this input component. The text on this component is 'If you already have an account'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'edittext signin email'. The hint text of this component is 'E-mail'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'edittext signin password'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button signup'. The text on this component is 'Create an account'. 
There is a component on the same vertical line as this input component. The text on this component is 'Favourites'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'imageview arrow favorites'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'imageButtonJanrainFacebookLogin'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'imageButtonJanrainTwitterLogin'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'imageButtonJanrainGooglePlusLogin'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'imageButtonJanrainMicrosoftLogin'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'textview forget password'. The text on this component is 'Forgot password?'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button signin'. The text on this component is 'Log in'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button favorites articles editions'. The text on this component is 'Read/Watch'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button favorites articles tags'. The text on this component is 'Tags'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button favorites articles programs'. The text on this component is 'Programmes'. 
The purpose of this input component may be 'edittext password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a free app. On its SignInActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'signin edittext password'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'signin btnsignin'. The text on this component is 'Sign In'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'signin social heading'. The text on this component is 'Sign in with social'. 
The purpose of this input component may be 'signin edittext email'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a talk app. On its RegistrationActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'registration email error'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'registration username'. The hint text of this component is 'Username'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'registration username error'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'registration password'. The hint text of this component is 'Password (min. 6 characters)'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'registration password strength text'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'registration confirm password'. The hint text of this component is 'Confirm Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'registration confirm password error'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'registration create account btn'. The text on this component is 'Create Account'. 
The purpose of this input component may be 'registration email'. What is the hint text of this input component?",Email Address,Email,0.36787944117144233,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,6.702145341854094e-232
"Q: This is a talk app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'edit password'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'text sign in'. The text on this component is 'Sign In'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'text signup button'. The text on this component is 'Join WowApp Now'. 
The purpose of this input component may be 'edit username'. What is the hint text of this input component?",Email or Username,Email or mobile number,0.5,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,9.53091075863908e-155
"Q: This is a android app. On its LoginActivity page, it has an input component. The purpose of this input component may be 'login email'. What is the hint text of this input component?",Enter your email,email,0.1353352832366127,3.01131000863463e-309,3.01131000863463e-309,3.01131000863463e-309,2.4655814830110698e-232
"Q: This is a frogpicks app. On its MainActivity page, it has an input component. The purpose of this input component may be 'et Fb Name'. What is the hint text of this input component?",Enter Name,Enter Fb Name,0.6666666666666666,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.646211035903463e-231
"Q: This is a android app. On its LoginActivity page, it has an input component. The purpose of this input component may be 'editEmail'. What is the hint text of this input component?",Your Email,email,0,0,0,0,0
"Q: This is a netgate app. On its ZipReminderFragmentsOption1Activity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'linkOrRemind radioButton2'. The text on this component is 'Let us do it for you'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'linkOrRemind radioButton2 message icon'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'action mode bar stub'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'action context bar'. 
The purpose of this input component may be 'linkOrRemind datePickerDate'. What is the hint text of this input component?",Enter due date,Enter date,0.6065306597126334,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,1.1049969584438628e-231
"Q: This is a mobile app. On its wj page, it has an input component. The purpose of this input component may be 'UsernameTextBox'. What is the hint text of this input component?",Please enter your User ID,Enter username,0,0,0,0,0
"Q: This is a touchbankingasp app. On its tu page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'AppCodeTextBox'. The hint text of this component is 'Please enter your App Code'. 
The purpose of this input component may be 'UsernameTextBox'. What is the hint text of this input component?",Please enter your User ID,Enter your App Code,0.19470019576785122,1.7328892633971685e-308,1.7328892633971685e-308,1.7328892633971685e-308,1.0032743411283238e-231
"Q: This is a touchbankingasp app. On its tu page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'UsernameTextBox'. The hint text of this component is 'Please enter your User ID'. 
The purpose of this input component may be 'AppCodeTextBox'. What is the hint text of this input component?",Please enter your App Code,Enter your Application Code,0.38940039153570244,1.7328892633971685e-308,1.7328892633971685e-308,1.7328892633971685e-308,1.1931009847695213e-231
"Q: This is a guardian app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'password'. The hint text of this component is 'Password'. 
The purpose of this input component may be 'email'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a rentals app. On its ViewActivity page, it has an input component. The purpose of this input component may be 'who email'. What is the hint text of this input component?",Email (required),Enter E-mail,0,0,0,0,0
"Q: This is a expensemanager app. On its ExpensePayList page, it has an input component. The purpose of this input component may be 'item'. What is the hint text of this input component?",Enter a item,Enter item number here,0.5,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.5319719891192393e-231
"Q: This is a mm app. On its MobileVerifyUI page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'et'. The text on this component is 'Code'. 
The purpose of this input component may be 'g9'. What is the hint text of this input component?",Enter code,Enter code,1.0,1.0,2.2250738585072626e-308,2.2250738585072626e-308,1.491668146240062e-154
"Q: This is a ts app. On its MyHomeActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is '(e.g. train number, train name, source, destination or a combination of these)'. 
The purpose of this input component may be 'etTrainNo'. What is the hint text of this input component?",Enter Train no / Name,Enter Train Number,0.3422780793550613,0.256708559516296,1.142391010069532e-308,1.142391010069532e-308,5.819186114595022e-155
"Q: This is a ts app. On its MyHomeActivity page, it has an input component. The text on this component is 'california'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is '(e.g. train number, train name, source, destination or a combination of these)'. 
The purpose of this input component may be 'etTrainName'. What is the hint text of this input component?",Enter your keyword here...,Enter name of train,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.2882297539194154e-231
"Q: This is a modanisa app. On its MainActivity page, it has an input component. The purpose of this input component may be 'email'. What is the hint text of this input component?",Email,Enter your email address,0,0,0,0,0
"Q: This is a modanisa app. On its ProductListActivity page, it has an input component. The purpose of this input component may be 'email'. What is the hint text of this input component?",Email,Enter E-mail,0,0,0,0,0
"Q: This is a kleinanzeigen app. On its AuthenticatorActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'send'. The text on this component is 'Sign in'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'auth password'. The hint text of this component is 'Password'. 
The purpose of this input component may be 'auth email'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a customer app. On its MainActivity page, it has an input component. The text on this component is 'appcrawler5@gmail.com'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'email checkmark'. 
The purpose of this input component may be 'email field'. What is the hint text of this input component?",Email Address,Email,0.36787944117144233,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,6.702145341854094e-232
"Q: This is a customer app. On its MainActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'navigationBarBackground'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'statusBarBackground'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'action bar divider'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'scheduling divider'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'custom nickname text entry'. The hint text of this component is 'Custom Label'. 
The purpose of this input component may be 'delivery instructions'. What is the hint text of this input component?","e.g. ""Use the buzzer at the front door!"" (Please email us if you",Enter Delivery Instructions,0,0,0,0,0
"Q: This is a customer app. On its MainActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'navigationBarBackground'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'statusBarBackground'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'action bar divider'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'scheduling divider'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'custom nickname text entry'. The hint text of this component is 'Custom Label'. 
The purpose of this input component may be 'delivery instructions'. What is the hint text of this input component?","e.g. ""Use the buzzer at the front door!"" (Please email us if you",Enter Delivery Instructions,0,0,0,0,0
"Q: This is a dreamdictionary app. On its Journal_ManualTypeEntry page, it has an input component. The text on this component is '1212'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'edt manualtypeentry descriptipn'. 
The purpose of this input component may be 'edt manualtypeentry title'. What is the hint text of this input component?",Enter Dream Title,Enter title,0.3032653298563167,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,9.291879812217675e-232
"Q: This is a ceversionf app. On its FHomeActivity page, it has an input component. The text on this component is 'appcrawler1'. The purpose of this input component may be 'f include intercept nickname edit text'. What is the hint text of this input component?",Enter a nickname,Enter a nickname for this account,0.5,0.4,0.25,2.2250738585072626e-308,5.775353993361614e-78
